InventoryLegSK	CarrierCode	FlightNumber	DepartureAirport	ArrivalAirport	DepartureDateTimeLocal	DepartureDateTimeUTC	ArrivalDateTimeLocal	ArrivalDateTimeUTC	ArrivalCountry	DepartureCountry	RouteGroup	Region	FlightCapacity	FlightStatus
8977368	FR	3233	AGP	MAN	2022-09-02 06:40:00	2022-09-02 04:40:00	2022-09-02 08:35:00	2022-09-02 07:35:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9227217	FR	8091	TPS	PSA	2022-09-02 09:00:00	2022-09-02 07:00:00	2022-09-02 10:15:00	2022-09-02 08:15:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9407050	FR	3610	CRL	LIS	2022-04-17 12:45:00	2022-04-17 10:45:00	2022-04-17 14:30:00	2022-04-17 13:30:00	Portugal	Belgium	CITY	BENL-ESPT	189	Departed
9590916	FR	2258	VLC	TRN	2022-07-25 06:15:00	2022-07-25 04:15:00	2022-07-25 07:55:00	2022-07-25 05:55:00	Italy	Spain	CITY	ESPT-IT	189	Departed
9568295	FR	1398	PMI	ZAZ	2022-08-28 16:20:00	2022-08-28 14:20:00	2022-08-28 17:25:00	2022-08-28 15:25:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9644598	FR	8762	HHN	SVQ	2022-08-04 06:10:00	2022-08-04 04:10:00	2022-08-04 08:55:00	2022-08-04 06:55:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9140157	FR	1005	STN	OTP	2022-08-10 08:20:00	2022-08-10 07:20:00	2022-08-10 13:20:00	2022-08-10 10:20:00	Romania	United Kingdom	CITY	LON CITY MULTI	189	Departed
8969576	FR	6657	PMI	EDI	2022-05-17 16:55:00	2022-05-17 14:55:00	2022-05-17 18:55:00	2022-05-17 17:55:00	United Kingdom	Spain	LEISURE	SCOT LEISURE	189	Departed
8943439	FR	6399	SVQ	BCN	2022-04-10 20:10:00	2022-04-10 18:10:00	2022-04-10 21:40:00	2022-04-10 19:40:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Departed
9628448	FR	3647	KTW	TPS	2022-07-23 17:30:00	2022-07-23 15:30:00	2022-07-23 19:55:00	2022-07-23 17:55:00	Italy	Poland	LEISURE	CE EUR LEISURE	189	Departed
9433683	FR	651	PIK	FAO	2022-06-15 17:05:00	2022-06-15 16:05:00	2022-06-15 20:10:00	2022-06-15 19:10:00	Portugal	United Kingdom	LEISURE	SCOT LEISURE	189	Departed
8954140	FR	2835	CRL	BCN	2022-04-27 11:45:00	2022-04-27 09:45:00	2022-04-27 13:45:00	2022-04-27 11:45:00	Spain	Belgium	CITY	BENL-ESPT	189	Departed
9678475	FR	4861	FCO	CTA	2022-09-19 07:55:00	2022-09-19 05:55:00	2022-09-19 09:10:00	2022-09-19 07:10:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9675909	FR	4802	CIA	CAG	2022-09-27 20:10:00	2022-09-27 18:10:00	2022-09-27 21:10:00	2022-09-27 19:10:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
10120720	FR	4736	SZY	KRK	2022-07-03 14:30:00	2022-07-03 12:30:00	2022-07-03 15:40:00	2022-07-03 13:40:00	Poland	Poland	DOMESTIC	OTHER DOM	197	Departed
9872707	FR	4954	BLQ	ODS	2022-04-21 05:55:00	2022-04-21 03:55:00	2022-04-21 09:15:00	2022-04-21 06:15:00	Ukraine	Italy	CITY	EAST-ESFRIT	189	Cancelled
8947991	FR	4631	BGY	VLC	2022-09-27 08:50:00	2022-09-27 06:50:00	2022-09-27 10:45:00	2022-09-27 08:45:00	Spain	Italy	CITY	ESPT-IT	189	Departed
8989095	FR	9815	BCN	STN	2022-05-02 18:50:00	2022-05-02 16:50:00	2022-05-02 20:10:00	2022-05-02 19:10:00	United Kingdom	Spain	CITY	LON CITY MULTI	189	Departed
9098282	FR	8592	STN	EGC	2022-05-25 11:50:00	2022-05-25 10:50:00	2022-05-25 14:35:00	2022-05-25 12:35:00	France	United Kingdom	CITY	LON CITY	197	Departed
10089418	FR	8937	CRL	BRI	2022-08-01 19:30:00	2022-08-01 17:30:00	2022-08-01 21:45:00	2022-08-01 19:45:00	Italy	Belgium	LEISURE	BENLFR LEISURE	189	Departed
9498179	FR	3010	LPL	FCO	2022-05-01 08:30:00	2022-05-01 07:30:00	2022-05-01 12:15:00	2022-05-01 10:15:00	Italy	United Kingdom	CITY	UK REG CITY	189	Departed
9848253	FR	1330	NAP	MAD	2022-06-24 13:50:00	2022-06-24 11:50:00	2022-06-24 16:30:00	2022-06-24 14:30:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9611910	FR	240	VIE	JSI	2022-07-30 06:50:00	2022-07-30 04:50:00	2022-07-30 09:45:00	2022-07-30 06:45:00	Greece	Austria	LEISURE	CE EUR LEISURE	189	Departed
9498657	FR	7794	BLQ	MLA	2022-04-20 21:50:00	2022-04-20 19:50:00	2022-04-20 23:40:00	2022-04-20 21:40:00	Malta	Italy	LEISURE	S EUR LEISURE	189	Departed
9192306	FR	5519	MXP	CTA	2022-09-05 11:10:00	2022-09-05 09:10:00	2022-09-05 13:05:00	2022-09-05 11:05:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9192444	FR	3947	PMO	FCO	2022-09-13 10:20:00	2022-09-13 08:20:00	2022-09-13 11:30:00	2022-09-13 09:30:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
8986622	FR	7138	DUB	LIS	2022-05-05 17:40:00	2022-05-05 16:40:00	2022-05-05 20:20:00	2022-05-05 19:20:00	Portugal	Ireland	CITY	IE CITY	189	Departed
8977029	FR	4977	BDS	STN	2022-09-13 06:00:00	2022-09-13 04:00:00	2022-09-13 07:55:00	2022-09-13 06:55:00	United Kingdom	Italy	CITY	LON CITY	189	Departed
9698456	FR	9771	PUY	VIE	2022-08-28 17:30:00	2022-08-28 15:30:00	2022-08-28 18:40:00	2022-08-28 16:40:00	Austria	Croatia	LEISURE	CE EUR LEISURE	189	Departed
9162946	FR	3073	CIA	STN	2022-09-10 17:30:00	2022-09-10 15:30:00	2022-09-10 19:05:00	2022-09-10 18:05:00	United Kingdom	Italy	CITY	LON CITY MULTI	189	Departed
9587752	FR	7512	VGO	BCN	2022-08-07 22:55:00	2022-08-07 20:55:00	2022-08-08 00:35:00	2022-08-07 22:35:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Departed
9827201	FR	9685	FCO	MAD	2022-09-09 17:35:00	2022-09-09 15:35:00	2022-09-09 20:05:00	2022-09-09 18:05:00	Spain	Italy	CITY	ESPT-IT	189	Cancelled
9104315	FR	9701	PMI	VIE	2022-04-07 17:45:00	2022-04-07 15:45:00	2022-04-07 20:05:00	2022-04-07 18:05:00	Austria	Spain	LEISURE	DE LEISURE	180	Cancelled
8957780	FR	7044	DUB	AGP	2022-07-22 06:25:00	2022-07-22 05:25:00	2022-07-22 10:20:00	2022-07-22 08:20:00	Spain	Ireland	LEISURE	IE LEISURE	197	Departed
8927938	FR	9814	STN	BCN	2022-04-26 20:35:00	2022-04-26 19:35:00	2022-04-26 23:45:00	2022-04-26 21:45:00	Spain	United Kingdom	CITY	LON CITY MULTI	189	Departed
9672133	FR	6259	PMO	FCO	2022-08-08 19:35:00	2022-08-08 17:35:00	2022-08-08 20:45:00	2022-08-08 18:45:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9463810	FR	7283	VIE	ALC	2022-04-14 07:20:00	2022-04-14 05:20:00	2022-04-14 10:15:00	2022-04-14 08:15:00	Spain	Austria	LEISURE	CE EUR LEISURE	189	Departed
9447254	FR	3420	OTP	PMI	2022-05-19 13:50:00	2022-05-19 10:50:00	2022-05-19 15:55:00	2022-05-19 13:55:00	Spain	Romania	LEISURE	CE EUR LEISURE	189	Departed
9510970	FR	8695	NAP	TLV	2022-05-28 15:30:00	2022-05-28 13:30:00	2022-05-28 19:45:00	2022-05-28 16:45:00	Israel	Italy	LEISURE	S EUR LEISURE	189	Departed
9767810	FR	1715	CFU	DUB	2022-06-22 15:45:00	2022-06-22 12:45:00	2022-06-22 17:40:00	2022-06-22 16:40:00	Ireland	Greece	LEISURE	IE LEISURE	189	Departed
9534827	FR	9689	ALC	SCQ	2022-09-23 20:15:00	2022-09-23 18:15:00	2022-09-23 21:55:00	2022-09-23 19:55:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9807972	FR	8457	ZAD	LPL	2022-09-18 17:30:00	2022-09-18 15:30:00	2022-09-18 19:15:00	2022-09-18 18:15:00	United Kingdom	Croatia	LEISURE	UK REG LEISURE	180	Departed
9866713	FR	5585	LDE	CIA	2022-09-22 09:00:00	2022-09-22 07:00:00	2022-09-22 11:00:00	2022-09-22 09:00:00	Italy	France	CITY	FR-IT	189	Departed
9765959	FR	6602	PMI	EMA	2022-08-19 21:15:00	2022-08-19 19:15:00	2022-08-19 22:45:00	2022-08-19 21:45:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9191927	FR	4892	CTA	FCO	2022-04-01 08:55:00	2022-04-01 06:55:00	2022-04-01 10:20:00	2022-04-01 08:20:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9541959	FR	9046	MAN	PMO	2022-07-29 17:10:00	2022-07-29 16:10:00	2022-07-29 21:15:00	2022-07-29 19:15:00	Italy	United Kingdom	LEISURE	UK REG LEISURE	189	Cancelled
9041459	FR	3675	STN	BRE	2022-07-29 18:45:00	2022-07-29 17:45:00	2022-07-29 21:00:00	2022-07-29 19:00:00	Germany	United Kingdom	CITY	LON CITY MULTI	189	Departed
9806777	FR	8984	MAH	FCO	2022-09-15 17:45:00	2022-09-15 15:45:00	2022-09-15 19:15:00	2022-09-15 17:15:00	Italy	Spain	LEISURE	S EUR LEISURE	197	Departed
9589145	FR	4769	ARN	BCN	2022-08-09 07:05:00	2022-08-09 05:05:00	2022-08-09 10:35:00	2022-08-09 08:35:00	Spain	Sweden	LEISURE	SCAN LEISURE	197	Departed
9412579	FR	7132	DUB	FAO	2022-06-03 06:45:00	2022-06-03 05:45:00	2022-06-03 09:35:00	2022-06-03 08:35:00	Portugal	Ireland	LEISURE	IE LEISURE	189	Departed
9748562	FR	1151	PMO	MXP	2022-06-18 08:25:00	2022-06-18 06:25:00	2022-06-18 10:05:00	2022-06-18 08:05:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9370153	FR	418	NCL	IBZ	2022-05-09 16:55:00	2022-05-09 15:55:00	2022-05-09 20:45:00	2022-05-09 18:45:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
10085277	FR	1335	EDI	FNI	2022-08-24 17:05:00	2022-08-24 16:05:00	2022-08-24 20:30:00	2022-08-24 18:30:00	France	United Kingdom	LEISURE	SCOT LEISURE	189	Cancelled
9795133	FR	914	ARN	FCO	2022-09-23 14:30:00	2022-09-23 12:30:00	2022-09-23 17:40:00	2022-09-23 15:40:00	Italy	Sweden	CITY	SCAN-ESIT	189	Departed
9742642	FR	9874	BRI	MLA	2022-04-02 09:40:00	2022-04-02 07:40:00	2022-04-02 10:55:00	2022-04-02 08:55:00	Malta	Italy	LEISURE	S EUR LEISURE	189	Departed
9005760	FR	2673	CIA	STN	2022-05-09 10:20:00	2022-05-09 08:20:00	2022-05-09 11:55:00	2022-05-09 10:55:00	United Kingdom	Italy	CITY	LON CITY MULTI	189	Departed
9207592	FR	6229	AHO	BGY	2022-07-01 19:30:00	2022-07-01 17:30:00	2022-07-01 20:45:00	2022-07-01 18:45:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9111355	FR	1312	VIE	FCO	2022-07-12 18:10:00	2022-07-12 16:10:00	2022-07-12 19:45:00	2022-07-12 17:45:00	Italy	Austria	CITY	EAST-ESFRIT	180	Cancelled
9023214	FR	6874	BCN	DUB	2022-08-02 10:35:00	2022-08-02 08:35:00	2022-08-02 12:10:00	2022-08-02 11:10:00	Ireland	Spain	CITY	IE CITY	189	Departed
9681122	FR	8704	BRI	VCE	2022-08-22 12:45:00	2022-08-22 10:45:00	2022-08-22 14:05:00	2022-08-22 12:05:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9487137	FR	7443	MAH	MRS	2022-06-28 17:25:00	2022-06-28 15:25:00	2022-06-28 18:30:00	2022-06-28 16:30:00	France	Spain	CITY	ESPT-FR	197	Departed
9615281	FR	6279	CTA	BUD	2022-09-03 16:05:00	2022-09-03 14:05:00	2022-09-03 18:05:00	2022-09-03 16:05:00	Hungary	Italy	LEISURE	CE EUR LEISURE	189	Departed
9644589	FR	9841	LIS	CGN	2022-08-14 20:05:00	2022-08-14 19:05:00	2022-08-15 00:10:00	2022-08-14 22:10:00	Germany	Portugal	CITY	DE-ESPT	189	Departed
9165577	FR	9796	MRS	FCO	2022-05-03 15:20:00	2022-05-03 13:20:00	2022-05-03 16:40:00	2022-05-03 14:40:00	Italy	France	CITY	FR-IT	189	Departed
9396582	FR	2914	TFS	MAD	2022-05-14 09:30:00	2022-05-14 08:30:00	2022-05-14 13:15:00	2022-05-14 11:15:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9518689	FR	1412	CIY	PSA	2022-07-03 11:40:00	2022-07-03 09:40:00	2022-07-03 13:10:00	2022-07-03 11:10:00	Italy	Italy	DOMESTIC	IT DOM	189	
9568670	FR	1398	PMI	ZAZ	2022-07-13 06:35:00	2022-07-13 04:35:00	2022-07-13 07:40:00	2022-07-13 05:40:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9218051	FR	3968	BLQ	CAG	2022-07-02 07:20:00	2022-07-02 05:20:00	2022-07-02 08:40:00	2022-07-02 06:40:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9572030	FR	4978	ATH	VNO	2022-08-20 16:30:00	2022-08-20 13:30:00	2022-08-20 19:30:00	2022-08-20 16:30:00	Lithuania	Greece	CITY	GREECE EURO CITY	189	Departed
9818535	FR	360	MRS	FNC	2022-04-19 20:40:00	2022-04-19 18:40:00	2022-04-19 23:10:00	2022-04-19 22:10:00	Portugal	France	LEISURE	BENLFR LEISURE	189	Departed
9672518	FR	4775	SKG	BGY	2022-09-15 18:55:00	2022-09-15 15:55:00	2022-09-15 20:05:00	2022-09-15 18:05:00	Italy	Greece	CITY	GREECE EURO CITY	189	Cancelled
9183929	FR	7324	BGY	MLA	2022-07-15 09:55:00	2022-07-15 07:55:00	2022-07-15 11:50:00	2022-07-15 09:50:00	Malta	Italy	LEISURE	S EUR LEISURE	189	Departed
9520206	FR	4655	CAG	NAP	2022-05-13 07:10:00	2022-05-13 05:10:00	2022-05-13 08:20:00	2022-05-13 06:20:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9807367	FR	940	FCO	FSC	2022-09-10 12:45:00	2022-09-10 10:45:00	2022-09-10 13:45:00	2022-09-10 11:45:00	France	Italy	LEISURE	S EUR LEISURE	189	Cancelled
8952479	FR	5463	CRL	MAD	2022-06-24 10:00:00	2022-06-24 08:00:00	2022-06-24 12:20:00	2022-06-24 10:20:00	Spain	Belgium	CITY	BENL-ESPT	189	Departed
9177552	FR	588	STN	PSA	2022-09-06 07:40:00	2022-09-06 06:40:00	2022-09-06 10:45:00	2022-09-06 08:45:00	Italy	United Kingdom	CITY	LON CITY MULTI	197	Departed
9664587	FR	4061	CTA	EIN	2022-09-12 17:10:00	2022-09-12 15:10:00	2022-09-12 20:00:00	2022-09-12 18:00:00	Netherlands	Italy	LEISURE	BENLFR LEISURE	189	Cancelled
9639781	FR	8292	MLA	SKG	2022-08-26 06:10:00	2022-08-26 04:10:00	2022-08-26 08:45:00	2022-08-26 05:45:00	Greece	Malta	LEISURE	S EUR LEISURE	197	Departed
8935604	FR	8835	VLC	PMI	2022-07-21 14:30:00	2022-07-21 12:30:00	2022-07-21 15:25:00	2022-07-21 13:25:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9415669	FR	8608	CRL	SUF	2022-05-08 17:15:00	2022-05-08 15:15:00	2022-05-08 19:45:00	2022-05-08 17:45:00	Italy	Belgium	LEISURE	BENLFR LEISURE	197	Departed
8937433	FR	3011	MAD	PMI	2022-08-05 06:00:00	2022-08-05 04:00:00	2022-08-05 07:25:00	2022-08-05 05:25:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Departed
9872832	FR	4151	GRO	NOC	2022-08-26 12:50:00	2022-08-26 10:50:00	2022-08-26 14:25:00	2022-08-26 13:25:00	Ireland	Spain	LEISURE	IE LEISURE	189	Departed
9854703	FR	915	FCO	ARN	2022-04-05 20:30:00	2022-04-05 18:30:00	2022-04-05 23:40:00	2022-04-05 21:40:00	Sweden	Italy	CITY	SCAN-ESIT	197	Departed
9549952	FR	3614	BRI	LIS	2022-08-10 12:25:00	2022-08-10 10:25:00	2022-08-10 14:50:00	2022-08-10 13:50:00	Portugal	Italy	CITY	ESPT-IT	189	Cancelled
9523948	FR	8973	BRI	CTA	2022-05-13 20:50:00	2022-05-13 18:50:00	2022-05-13 22:00:00	2022-05-13 20:00:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9761507	FR	6605	EDI	IBZ	2022-05-25 11:00:00	2022-05-25 10:00:00	2022-05-25 15:00:00	2022-05-25 13:00:00	Spain	United Kingdom	LEISURE	SCOT LEISURE	189	Departed
9188133	FR	4535	BGY	EIN	2022-08-12 10:40:00	2022-08-12 08:40:00	2022-08-12 12:10:00	2022-08-12 10:10:00	Netherlands	Italy	CITY	BENL-FRIT	189	Cancelled
9680857	FR	6283	VRN	PMO	2022-07-11 16:55:00	2022-07-11 14:55:00	2022-07-11 18:25:00	2022-07-11 16:25:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9685044	FR	3971	CAG	BLQ	2022-09-09 12:10:00	2022-09-09 10:10:00	2022-09-09 13:30:00	2022-09-09 11:30:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9699849	FR	9767	RMI	VIE	2022-09-09 16:10:00	2022-09-09 14:10:00	2022-09-09 17:30:00	2022-09-09 15:30:00	Austria	Italy	LEISURE	CE EUR LEISURE	189	Departed
9857307	FR	4568	WMI	CAG	2022-08-28 17:30:00	2022-08-28 15:30:00	2022-08-28 20:10:00	2022-08-28 18:10:00	Italy	Poland	LEISURE	CE EUR LEISURE	189	Departed
9168335	FR	3992	BGY	OTP	2022-04-03 12:55:00	2022-04-03 10:55:00	2022-04-03 16:00:00	2022-04-03 13:00:00	Romania	Italy	CITY	EAST-ESFRIT	189	Departed
9024266	FR	2924	AGP	BRU	2022-07-12 14:50:00	2022-07-12 12:50:00	2022-07-12 17:35:00	2022-07-12 15:35:00	Belgium	Spain	LEISURE	BENLFR LEISURE	197	Departed
10105550	FR	9209	GRO	FKB	2022-06-14 09:55:00	2022-06-14 07:55:00	2022-06-14 11:45:00	2022-06-14 09:45:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
9399342	FR	2257	CGN	VLC	2022-06-11 09:15:00	2022-06-11 07:15:00	2022-06-11 11:40:00	2022-06-11 09:40:00	Spain	Germany	CITY	DE-ESPT	189	Departed
9223669	FR	4301	BLQ	TPS	2022-07-19 11:30:00	2022-07-19 09:30:00	2022-07-19 13:00:00	2022-07-19 11:00:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9519303	FR	7868	BGY	HRK	2022-06-26 06:45:00	2022-06-26 04:45:00	2022-06-26 10:40:00	2022-06-26 07:40:00	Ukraine	Italy	CITY	EAST-ESFRIT	189	Cancelled
9191194	FR	4901	PMO	FCO	2022-08-08 12:30:00	2022-08-08 10:30:00	2022-08-08 13:40:00	2022-08-08 11:40:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
8933160	FR	3041	SVQ	SCQ	2022-04-02 17:00:00	2022-04-02 15:00:00	2022-04-02 18:20:00	2022-04-02 16:20:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9093085	FR	1839	NAP	STN	2022-09-16 21:40:00	2022-09-16 19:40:00	2022-09-16 23:25:00	2022-09-16 22:25:00	United Kingdom	Italy	CITY	LON CITY	189	Departed
9676478	FR	1996	PSR	TRN	2022-08-13 21:35:00	2022-08-13 19:35:00	2022-08-13 22:55:00	2022-08-13 20:55:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9589485	FR	4621	DLM	DUB	2022-08-28 13:30:00	2022-08-28 10:30:00	2022-08-28 16:15:00	2022-08-28 15:15:00	Ireland	Turkey	LEISURE	IE LEISURE	189	Departed
9209967	FR	4826	CAG	TSF	2022-09-14 10:55:00	2022-09-14 08:55:00	2022-09-14 12:25:00	2022-09-14 10:25:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9567616	FR	5529	SVQ	TSF	2022-08-22 18:10:00	2022-08-22 16:10:00	2022-08-22 20:50:00	2022-08-22 18:50:00	Italy	Spain	CITY	ESPT-IT	189	Departed
9158272	FR	8874	PSA	IBZ	2022-09-08 11:10:00	2022-09-08 09:10:00	2022-09-08 13:00:00	2022-09-08 11:00:00	Spain	Italy	LEISURE	S EUR LEISURE	189	Cancelled
10096188	RR	5289	KTW	CHQ	2022-06-19 02:50:00	2022-06-19 00:50:00	2022-06-19 06:35:00	2022-06-19 03:35:00	Greece	Poland	LEISURE	CE EUR LEISURE	189	Departed
9074081	FR	1232	ATH	JTR	2022-06-07 07:00:00	2022-06-07 04:00:00	2022-06-07 07:50:00	2022-06-07 04:50:00	Greece	Greece	DOMESTIC	OTHER DOM	189	Departed
9441062	FR	1987	NTE	DUB	2022-05-21 22:55:00	2022-05-21 20:55:00	2022-05-21 23:30:00	2022-05-21 22:30:00	Ireland	France	CITY	IE CITY	189	Departed
9008662	FR	6313	FAO	CRL	2022-04-21 07:25:00	2022-04-21 06:25:00	2022-04-21 11:15:00	2022-04-21 09:15:00	Belgium	Portugal	LEISURE	BENLFR LEISURE	189	Departed
9451388	FR	8747	LRH	STN	2022-05-12 16:00:00	2022-05-12 14:00:00	2022-05-12 16:25:00	2022-05-12 15:25:00	United Kingdom	France	CITY	LON CITY	189	Departed
8918725	FR	2292	BRS	ALC	2022-07-06 09:05:00	2022-07-06 08:05:00	2022-07-06 12:30:00	2022-07-06 10:30:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
8995423	FR	8753	STN	MXP	2022-06-25 19:55:00	2022-06-25 18:55:00	2022-06-25 22:45:00	2022-06-25 20:45:00	Italy	United Kingdom	CITY	LON CITY MULTI	189	Cancelled
9875612	FR	7917	FAO	NUE	2022-09-09 20:40:00	2022-09-09 19:40:00	2022-09-10 00:45:00	2022-09-09 22:45:00	Germany	Portugal	LEISURE	DE LEISURE	189	Departed
9056102	FR	8024	CCF	CRL	2022-07-02 13:40:00	2022-07-02 11:40:00	2022-07-02 15:25:00	2022-07-02 13:25:00	Belgium	France	CITY	BENL-FRIT	189	Cancelled
9413213	FR	2224	TLL	STN	2022-04-18 11:50:00	2022-04-18 08:50:00	2022-04-18 12:40:00	2022-04-18 11:40:00	United Kingdom	Estonia	CITY	LON CITY	197	Departed
9808918	FR	8984	MAH	FCO	2022-06-14 12:40:00	2022-06-14 10:40:00	2022-06-14 14:10:00	2022-06-14 12:10:00	Italy	Spain	LEISURE	S EUR LEISURE	189	Departed
9798915	FR	4817	TRN	PMO	2022-04-08 21:45:00	2022-04-08 19:45:00	2022-04-08 23:20:00	2022-04-08 21:20:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9216055	FR	9584	PSA	PMO	2022-06-09 08:25:00	2022-06-09 06:25:00	2022-06-09 09:45:00	2022-06-09 07:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9107867	FR	7384	STN	CPH	2022-07-03 08:40:00	2022-07-03 07:40:00	2022-07-03 11:20:00	2022-07-03 09:20:00	Denmark	United Kingdom	CITY	LON CITY MULTI	189	Departed
8995610	FR	6985	BCN	FCO	2022-08-20 15:00:00	2022-08-20 13:00:00	2022-08-20 16:45:00	2022-08-20 14:45:00	Italy	Spain	CITY	ESPT-IT	189	Cancelled
9449373	FR	8791	ZAG	BVA	2022-05-05 20:05:00	2022-05-05 18:05:00	2022-05-05 22:05:00	2022-05-05 20:05:00	France	Croatia	CITY	EAST-ESFRIT	180	Departed
9431556	FR	3622	AGP	SOF	2022-06-10 06:30:00	2022-06-10 04:30:00	2022-06-10 11:00:00	2022-06-10 08:00:00	Bulgaria	Spain	CITY	EAST-ESFRIT	189	Departed
9182257	FR	7093	BRI	FCO	2022-04-16 12:45:00	2022-04-16 10:45:00	2022-04-16 13:50:00	2022-04-16 11:50:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
10089185	FR	9007	REU	ORK	2022-08-09 14:25:00	2022-08-09 12:25:00	2022-08-09 15:45:00	2022-08-09 14:45:00	Ireland	Spain	LEISURE	IE LEISURE	189	Departed
9778762	FR	4921	HHN	IBZ	2022-09-26 20:05:00	2022-09-26 18:05:00	2022-09-26 22:25:00	2022-09-26 20:25:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9824488	FR	1067	CIA	CHQ	2022-08-04 18:05:00	2022-08-04 16:05:00	2022-08-04 21:10:00	2022-08-04 18:10:00	Greece	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9882625	FR	770	PSA	WRO	2022-05-20 16:20:00	2022-05-20 14:20:00	2022-05-20 18:10:00	2022-05-20 16:10:00	Poland	Italy	CITY	EAST-ESFRIT	189	Cancelled
9129681	FR	2956	CRL	MLA	2022-06-22 20:00:00	2022-06-22 18:00:00	2022-06-22 22:45:00	2022-06-22 20:45:00	Malta	Belgium	LEISURE	BENLFR LEISURE	189	Departed
9778208	FR	208	BER	IBZ	2022-07-06 15:25:00	2022-07-06 13:25:00	2022-07-06 18:20:00	2022-07-06 16:20:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9464980	FR	2300	VLC	BUD	2022-05-15 09:20:00	2022-05-15 07:20:00	2022-05-15 12:15:00	2022-05-15 10:15:00	Hungary	Spain	LEISURE	CE EUR LEISURE	197	Departed
9673211	FR	4558	TRF	BGY	2022-07-12 09:55:00	2022-07-12 07:55:00	2022-07-12 12:25:00	2022-07-12 10:25:00	Italy	Norway	CITY	SCAN-ESIT	197	Departed
9060153	FR	1791	LIS	LUX	2022-07-02 06:35:00	2022-07-02 05:35:00	2022-07-02 10:15:00	2022-07-02 08:15:00	Luxembourg	Portugal	CITY	BENL-ESPT	189	Departed
9078525	FR	438	REU	DUB	2022-09-14 12:10:00	2022-09-14 10:10:00	2022-09-14 13:45:00	2022-09-14 12:45:00	Ireland	Spain	LEISURE	IE LEISURE	197	Departed
9822926	FR	352	RHO	BER	2022-06-23 18:40:00	2022-06-23 15:40:00	2022-06-23 21:05:00	2022-06-23 19:05:00	Germany	Greece	LEISURE	DE LEISURE	189	Departed
9735473	FR	1748	FRA	STN	2022-09-22 16:15:00	2022-09-22 14:15:00	2022-09-22 16:50:00	2022-09-22 15:50:00	United Kingdom	Germany	CITY	LON CITY MULTI	189	Cancelled
9207504	FR	6451	BGY	PMO	2022-08-23 18:20:00	2022-08-23 16:20:00	2022-08-23 19:55:00	2022-08-23 17:55:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9842381	FR	1337	NAP	TLS	2022-05-10 06:15:00	2022-05-10 04:15:00	2022-05-10 08:15:00	2022-05-10 06:15:00	France	Italy	LEISURE	BENLFR LEISURE	189	Departed
9852401	FR	772	PSA	AGP	2022-05-14 08:05:00	2022-05-14 06:05:00	2022-05-14 10:45:00	2022-05-14 08:45:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9109447	FR	9701	PMI	VIE	2022-09-06 15:15:00	2022-09-06 13:15:00	2022-09-06 17:35:00	2022-09-06 15:35:00	Austria	Spain	LEISURE	DE LEISURE	180	Departed
